,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,34,40.4,27.8,58.9,0.472,20.5,37.4,0.548,7.3,21.5,0.339,16.5,22.1,0.748,12.5,26.2,38.7,15.2,6.5,3.5,10.9,16.6,79.4
Rank,,,63rd,144th,57th,44th,109th,66th,225th,228th,191st,30th,43rd,84th,46th,62nd,24th,71st,213th,149th,259th,195th,50th
Opponent,34,40.4,24.9,58.1,0.429,16.7,33.6,0.498,8.2,24.5,0.335,11.8,17.3,0.684,9.9,21.5,31.4,11.9,6.1,3.4,11.7,18.5,69.9
Rank,,,148th,192nd,122nd,96th,89th,155th,277th,293rd,177th,61st,101st,21st,129th,25th,26th,294th,101st,236th,154th,310th,116th
