,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,33,40,28.3,57.9,0.49,19.4,33.3,0.581,9,24.6,0.365,15.2,21.7,0.703,11.5,23.1,34.6,17.4,8.6,2.8,10.7,18.4,80.9
Rank,,,50th,206th,15th,97th,256th,11th,64th,97th,58th,94th,54th,254th,106th,304th,216th,9th,32nd,266th,288th,53rd,32nd
Opponent,33,40,24,54.6,0.44,15.9,30.7,0.518,8.1,23.9,0.339,13.9,19.3,0.718,10.2,21.4,31.6,14.2,6.5,3.1,13.9,18.3,70
Rank,,,74th,37th,192nd,48th,25th,252nd,261st,254th,209th,205th,212th,175th,161st,19th,32nd,356th,168th,151st,315th,295th,118th
