,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,33,40,25.1,57.3,0.438,17.5,31.7,0.551,7.7,25.6,0.299,16,22.2,0.72,13.9,24.6,38.6,13.9,9.4,4.7,13.5,16.7,73.9
Rank,,,258th,246th,228th,245th,308th,54th,182nd,73rd,350th,52nd,37th,190th,11th,186th,30th,155th,10th,26th,40th,187th,175th
Opponent,33,40,23.1,57.3,0.403,16.2,35.8,0.452,6.9,21.5,0.322,12.3,17.2,0.714,11.7,21.3,33,11.6,7.7,3.1,13.7,17.6,65.4
Rank,,,38th,152nd,27th,61st,200th,12th,85th,119th,96th,81st,94th,148th,334th,15th,92nd,209th,313th,137th,308th,247th,25th
