,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,34,40.1,27.6,58.4,0.473,17.7,30.8,0.575,9.9,27.5,0.359,14.2,17.9,0.794,8.3,27.5,35.8,15.1,6.9,3.1,9.5,12.6,79.3
Rank,,,68th,179th,49th,222nd,333rd,18th,30th,36th,74th,149th,250th,6th,329th,19th,145th,78th,156th,217th,350th,362nd,52nd
Opponent,34,40.1,25.8,61,0.422,18.7,38.1,0.491,7.1,22.9,0.308,8.7,13.1,0.669,9.9,23.9,33.9,10,6.1,3,11.1,15.8,67.3
Rank,,,212th,306th,88th,250th,305th,125th,101st,199th,32nd,3rd,3rd,4th,133rd,162nd,153rd,287th,95th,119th,112th,83rd,51st
