,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,32,40,26.2,56.6,0.464,19.3,35.8,0.538,7,20.8,0.335,16.2,22.5,0.717,11.8,24.8,36.6,12.5,7.7,5.2,12.9,16.7,75.6
Rank,,,176th,274th,90th,109th,173rd,97th,267th,259th,210th,44th,31st,203rd,84th,175th,110th,271st,80th,15th,77th,183rd,127th
Opponent,32,40,24.3,59.3,0.409,16.8,35.3,0.478,7.4,24.1,0.309,13.3,18.1,0.737,11.6,20.9,32.5,11.8,8.1,3.3,12.3,19.8,69.3
Rank,,,97th,247th,37th,99th,167th,77th,162nd,270th,35th,157th,140th,280th,324th,8th,61st,94th,343rd,208th,217th,350th,95th
