,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,33,40.3,28.8,64,0.45,19.5,34,0.573,9.4,30.1,0.311,16.8,22.2,0.759,13.1,29.5,42.5,15,4.4,4.2,11.5,16.2,83.8
Rank,,,29th,11th,162nd,94th,238th,21st,48th,4th,322nd,23rd,38th,50th,29th,2nd,2nd,90th,359th,71st,205th,241st,11th
Opponent,33,40.3,27.7,65.7,0.422,21.1,45.8,0.461,6.6,19.9,0.333,12.5,17.6,0.712,10.5,23.2,33.7,12.7,6.4,3,9.2,18.3,74.6
Rank,,,324th,362nd,84th,356th,364th,28th,57th,50th,162nd,101st,115th,135th,219th,98th,142nd,275th,144th,111th,11th,300th,260th
