,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,34,40.1,30.6,64.6,0.473,19.7,34.8,0.566,10.9,29.8,0.364,12.6,16.8,0.753,12.1,26.9,39,18.1,7.7,3.7,12,17.9,84.6
Rank,,,4th,6th,50th,81st,210th,28th,6th,8th,61st,264th,304th,68th,67th,38th,23rd,4th,82nd,109th,158th,91st,8th
Opponent,34,40.1,26.3,61.4,0.428,18.9,37.9,0.499,7.4,23.5,0.314,14.5,20.1,0.723,10.6,23.9,34.5,11.7,7.1,2.3,12.6,16.5,74.5
Rank,,,252nd,319th,117th,271st,296th,164th,154th,230th,62nd,257th,246th,205th,232nd,158th,198th,361st,254th,8th,243rd,151st,256th
