,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,33,40.6,28.5,60.5,0.47,18.2,33.5,0.543,10.2,27,0.379,13.8,18,0.764,11.6,25.1,36.7,16.6,6.5,3,10,15.7,80.9
Rank,,,46th,76th,62nd,180th,249th,83rd,21st,47th,21st,185th,243rd,39th,98th,147th,106th,24th,215th,220th,331st,281st,30th
Opponent,33,40.6,24.1,56.6,0.426,18,37.3,0.482,6.1,19.3,0.317,13.2,19,0.695,10,22.3,32.3,10.8,6.2,2.7,11.7,16.1,67.6
Rank,,,85th,114th,106th,191st,264th,86th,22nd,32nd,75th,151st,185th,51st,137th,50th,54th,341st,108th,52nd,163rd,104th,55th
