,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,36,40.3,28.8,60.2,0.478,20.7,37.8,0.547,8.1,22.4,0.36,15.6,21.1,0.742,9.8,26.9,36.8,14.7,5.9,3.7,10.8,16.8,81.2
Rank,,,33rd,90th,38th,33rd,92nd,72nd,145th,193rd,71st,68th,82nd,108th,244th,38th,104th,99th,288th,120th,282nd,171st,27th
Opponent,36,40.3,26.6,61.6,0.431,18.7,38.1,0.492,7.8,23.5,0.333,13.8,18.6,0.743,9.9,23.6,33.6,12.6,6.2,4,10.8,17.3,74.8
Rank,,,267th,324th,133rd,251st,305th,128th,220th,229th,165th,202nd,165th,303rd,134th,133rd,129th,266th,115th,322nd,77th,215th,264th
